Flow,Level,Temperature
7.25348472145817,12.0268833569773,10.5080246305488
7.37642189943876,12.0916942507298,10.5405845614605
7.46855012438502,11.8870576569498,10.5265608327277
7.34206219210348,12.0431086660184,10.5053526309509
7.37745296558547,12.0159382619929,10.5219200800491
7.40248542347564,11.9346155851847,10.5048601752823
7.44309520418501,11.9783203988847,10.4896276960058
7.48469430948712,12.0171312233269,10.5089614683599
7.49117566649581,12.1789198469863,10.5009055667011
7.25074491216451,12.1384718514942,10.4908842207978
7.32444040020484,11.9325056529922,10.5442754891755
7.32564171399495,12.1517461733166,10.5055318266929
7.38343611854968,12.0362702112473,10.5682594396217
7.2857504945697,11.9968472563405,10.4925958654163
7.37634268732317,12.0357371451913,10.5141073887984
7.32409691968511,11.989751697085,10.5395655165762
7.30209596283959,11.9937927825892,10.5682307530803
7.32049645275909,12.0744848803893,10.507589107021
7.30643460744825,12.07045172449,10.4802435380351
7.22440803990894,12.0708596206715,10.5200845058127
7.32296788553411,12.0335748566804,10.467002432441
7.19737822877109,11.9396256538657,10.4931538560093
7.27594668178545,12.0358619325664,10.5067966730401
7.35415261460625,12.0815117644582,10.5372388376947
7.26463065059268,12.0244446885156,10.5359285381197
7.36604754572512,12.0517346504959,10.499310965086
7.30327339532116,12.0363442566692,10.5230982828782
7.25225655340576,11.9848279537607,10.4919679895009
7.3254484917305,12.0146935733548,10.5165281221538
7.32607640836478,11.9606358598121,10.5478823484635
7.39419007104781,12.0444197815879,10.5039189902454
7.3112853146483,11.9426464946515,10.4924865885514
7.32169936470611,11.9465564770916,10.4874991305633
7.44046087730451,11.9595250652788,10.5179117845143
7.43121812475588,11.8527857919003,10.5334322181761
7.29148571947355,12.0719190146408,10.5531419986714
7.23640143205502,12.0162595269728,10.5013511446109
7.43111169877194,11.9622535840415,10.5040758979508
7.43312665367685,12.0685149270048,10.4841823314883
7.33240281156905,11.9144241790573,10.5402997873179
7.23347738790366,11.9948878776957,10.4981137818953
7.35562541812804,11.9879276479196,10.4881690714167
7.27197711851409,12.0159603369583,10.5546060196714
7.3594415491726,12.0156429298319,10.5202470276568
7.38838522727737,11.9567560041338,10.5179085701069
7.33811531261257,11.9984974351902,10.4748607216384
7.35087563746932,11.9917560490395,10.5108496653308
7.25419854358724,12.0313853643764,10.5130035898156
7.3364470480998,12.054663283452,10.4726938870665
7.28318259612227,12.0554636648807,10.4943551387049
7.24444775874799,11.9568173589006,10.4898769555863
7.27828365127605,12.0038679545565,10.5131964803855
7.3623911007705,11.9392941478192,10.4748259283971
7.27055023315138,11.9443249629257,10.5272256692651
7.32477513793794,11.9996575335948,10.5446218677905
7.30317535517153,12.0766315154142,10.492406136997
7.25576742897016,11.9615167043123,10.4997825842127
7.28461599641417,12.018568940638,10.5126658756634
7.35457478045987,11.9887207798864,10.5300812997171
7.46598018627901,12.0558678069407,10.5130504432425
7.37352289152104,11.9455467852474,10.5099261523074
7.38729144936155,12.0016278732082,10.487929728992
7.39043679182407,12.0276263510556,10.4942125701378
7.46858243779572,12.055030510894,10.5153346303083
7.26283935378424,12.0772105947752,10.5420712634083
7.44455694188032,12.0042965566588,10.514209839346
7.29814603220124,11.9254204844681,10.4698492686438
7.34635589797585,11.962884908137,10.5108265097241
7.3409910337518,11.946920913334,10.4976969812875
